0,chunk,content
,"[3261] ""I n d i a ’ s   u n f o r t u n a t e   t r y s t   w i t h   i t   a n d ,   i m p o r t a n t l y ,   e n q u i r e s   i t s   i m p a c t   o n   t h e   e m e r g e n c e   o f   a   c o l o n i a l   c o n s c i o u s n e s s .   C o m b i n i n g   t h e"" [3390] ""s k i l l s   o f   a n   a d e p t   l a w y e r   a n d   a   t e n a c i o u s   r e s e a r c h e r ,   S a i   D e e p a k   r e f e r e n c e s   a   w i d e   a n d   i m p r e s s i v e   a r r a y   o f   a r c h i v a l   l i t e r a t u r e   t o"" [3519] ""m a k e   a   c o m p e l l i n g   a r g u m e n t   t h a t   i n   t h e   c a s e   o f   I n d i a ,   d e c o l o n i a l i t y   i s   n o t   m e r e l y   a n   o p t i o n   b u t   a   c i v i l i s a t i o n a l   i m p e r a t i v e ,   w h i""","
India’s relationship with colonialism is complex and often overlooked. Sai Deepak references a wide range of archival literature to make a compelling argument that in India, decolonization is not just an option, but a civilizational imperative. This research offers an important insight into the emergence of colonial consciousness and its impact on the country."
,"[3390] ""s k i l l s   o f   a n   a d e p t   l a w y e r   a n d   a   t e n a c i o u s   r e s e a r c h e r ,   S a i   D e e p a k   r e f e r e n c e s   a   w i d e   a n d   i m p r e s s i v e   a r r a y   o f   a r c h i v a l   l i t e r a t u r e   t o"" [3519] ""m a k e   a   c o m p e l l i n g   a r g u m e n t   t h a t   i n   t h e   c a s e   o f   I n d i a ,   d e c o l o n i a l i t y   i s   n o t   m e r e l y   a n   o p t i o n   b u t   a   c i v i l i s a t i o n a l   i m p e r a t i v e ,   w h i"" [3647] ""c h   w e   s i m p l y   c a n n o t   a ﬀ o r d   t o   d e l a y   a n y   f u r t h e r .   G l e a n i n g   f r o m   t h e   w o r k s   o f   s e v e r a l   I n d i c   a s   w e l l   a s   W e s t e r n   d e c o l o n i a l   s c h o l a r s""","
The book ""Skills of an Adept Lawyer and a Tenacious Researcher"" by Sai Deepak references an impressive array of archival literature to make a compelling argument that in the case of India, colonialism is not only an option but a civilization imperative that we cannot afford to delay further. Drawing from the works of both Indian and Western colonial scholars, the book examines the social, cultural, economic, and political impacts of colonialism on India. It highlights how colonialism has shaped India's identity and its place in the world today. #Colonialism #India #History"
,"[3519] ""m a k e   a   c o m p e l l i n g   a r g u m e n t   t h a t   i n   t h e   c a s e   o f   I n d i a ,   d e c o l o n i a l i t y   i s   n o t   m e r e l y   a n   o p t i o n   b u t   a   c i v i l i s a t i o n a l   i m p e r a t i v e ,   w h i"" [3647] ""c h   w e   s i m p l y   c a n n o t   a ﬀ o r d   t o   d e l a y   a n y   f u r t h e r .   G l e a n i n g   f r o m   t h e   w o r k s   o f   s e v e r a l   I n d i c   a s   w e l l   a s   W e s t e r n   d e c o l o n i a l   s c h o l a r s"" [3778] ""a n d   p o l i c y m a k e r s ,   a n d   l e g i s l a t i v e   d e b a t e s ,   h e   m a k e s   a   r i c h l y - l a y e r e d   c a s e   i n   t h i s   e m i n e n t l y   r e a d a b l e     t r e a t i s e   o n   h o w ,   d e s p i t e   b e i n""","
Colonialism has had a lasting impact on India and its citizens, and it is essential that we address the issue without further delay. [3519] Scholarly works by both Indian and Western authors as well as legislative debates demonstrate that colonialism is not only an option, but a civilizational imperative for India. [3647] This timely treatise by [3778] provides a richly-layered argument on how this is the case, despite the benefits of colonialism."
,"[3647] ""c h   w e   s i m p l y   c a n n o t   a ﬀ o r d   t o   d e l a y   a n y   f u r t h e r .   G l e a n i n g   f r o m   t h e   w o r k s   o f   s e v e r a l   I n d i c   a s   w e l l   a s   W e s t e r n   d e c o l o n i a l   s c h o l a r s"" [3778] ""a n d   p o l i c y m a k e r s ,   a n d   l e g i s l a t i v e   d e b a t e s ,   h e   m a k e s   a   r i c h l y - l a y e r e d   c a s e   i n   t h i s   e m i n e n t l y   r e a d a b l e     t r e a t i s e   o n   h o w ,   d e s p i t e   b e i n"" [3908] ""g   t e c h n i c a l l y   f r e e   f r o m   c o l o n i a l i s m   w i t h   t h e   a c h i e v e m e n t   o f   f r e e d o m ,   o u r   m i n d s   a r e   f a r   f r o m   b e i n g   d e c o l o n i s e d .   I t   i s   t h i s   ‘ c o l o n i a""","
The work of several Indian and Western colonial scholars and policy makers have revealed that despite achieving freedom, our minds are far from being decolonized [3647]. This ""colonial hangover"" is explored in depth in this eminently readable treatise [3778]. It shows how, despite being technically free from colonialism, our minds remain deeply affected by it [3908]."
,"[3778] ""a n d   p o l i c y m a k e r s ,   a n d   l e g i s l a t i v e   d e b a t e s ,   h e   m a k e s   a   r i c h l y - l a y e r e d   c a s e   i n   t h i s   e m i n e n t l y   r e a d a b l e     t r e a t i s e   o n   h o w ,   d e s p i t e   b e i n"" [3908] ""g   t e c h n i c a l l y   f r e e   f r o m   c o l o n i a l i s m   w i t h   t h e   a c h i e v e m e n t   o f   f r e e d o m ,   o u r   m i n d s   a r e   f a r   f r o m   b e i n g   d e c o l o n i s e d .   I t   i s   t h i s   ‘ c o l o n i a"" [4042] ""l i t y ’   t h a t   r e g u l a r l y   m a n i f e s t s   i t s e l f   i n   j u d i c i a l   p r o n o u n c e m e n t s   o n   I n d i c   f a i t h - b a s e d   m a t t e r s ;   t h e   S t a t e ’ s   c o n t i n u e d   s t r a n g l e h o l d   a n d""","
The colonial mindset continues to manifest itself in judicial rulings and legislative debates, despite the achievement of freedom. This ""colonality"" has a powerful and often detrimental effect on Indian faith-based matters. The book insightfully explores how this mindset has created a stranglehold on mindsets and policies."
,"[3908] ""g   t e c h n i c a l l y   f r e e   f r o m   c o l o n i a l i s m   w i t h   t h e   a c h i e v e m e n t   o f   f r e e d o m ,   o u r   m i n d s   a r e   f a r   f r o m   b e i n g   d e c o l o n i s e d .   I t   i s   t h i s   ‘ c o l o n i a"" [4042] ""l i t y ’   t h a t   r e g u l a r l y   m a n i f e s t s   i t s e l f   i n   j u d i c i a l   p r o n o u n c e m e n t s   o n   I n d i c   f a i t h - b a s e d   m a t t e r s ;   t h e   S t a t e ’ s   c o n t i n u e d   s t r a n g l e h o l d   a n d"" [4172] ""p e r v e r s e   i n t e r v e n t i o n   i n   t h e   m a j o r i t y ’ s   p l a c e s   o f   w o r s h i p ;   o r   t h e   c a s u a l ,   a x i o m a t i c   p r o n o u n c e m e n t s   o f   t h e   e l i t e ,   w h o   d e b u n k   t h e   v e""","
Our colonized minds are still very much present in many judicial decisions, State interventions in places of worship, and the elitists' casual axiomatic dismissals of the validity of traditional beliefs and practices. This ‘coloniality’, although technically absent due to the achievement of freedom, is still very much alive and well."
,"[4042] ""l i t y ’   t h a t   r e g u l a r l y   m a n i f e s t s   i t s e l f   i n   j u d i c i a l   p r o n o u n c e m e n t s   o n   I n d i c   f a i t h - b a s e d   m a t t e r s ;   t h e   S t a t e ’ s   c o n t i n u e d   s t r a n g l e h o l d   a n d"" [4172] ""p e r v e r s e   i n t e r v e n t i o n   i n   t h e   m a j o r i t y ’ s   p l a c e s   o f   w o r s h i p ;   o r   t h e   c a s u a l ,   a x i o m a t i c   p r o n o u n c e m e n t s   o f   t h e   e l i t e ,   w h o   d e b u n k   t h e   v e"" [4302] ""r y   i d e a   o f   o u r   e x i s t e n c e   a s   a   n a t i o n   e v e r ,   p a t h e t i c a l l y   a t t r i b u t i n g   t h i s   a s   w e l l   a s   o t h e r   e c o n o m i c   m i l e s t o n e s   ( r a i l w a y s ,   s c h o o l s ,""","
The Indian judicial system has consistently manifested itself in matters of faith, with the State having a strong hold over majority's places of worship. Elite individuals have debunked the idea of India's existence as a nation, attributing milestones such as railways, schools and more to their own efforts rather than the collective efforts of the nation."
,"[4172] ""p e r v e r s e   i n t e r v e n t i o n   i n   t h e   m a j o r i t y ’ s   p l a c e s   o f   w o r s h i p ;   o r   t h e   c a s u a l ,   a x i o m a t i c   p r o n o u n c e m e n t s   o f   t h e   e l i t e ,   w h o   d e b u n k   t h e   v e"" [4302] ""r y   i d e a   o f   o u r   e x i s t e n c e   a s   a   n a t i o n   e v e r ,   p a t h e t i c a l l y   a t t r i b u t i n g   t h i s   a s   w e l l   a s   o t h e r   e c o n o m i c   m i l e s t o n e s   ( r a i l w a y s ,   s c h o o l s ,"" [4429] ""e t c . )   t o   t h e   R a j .   N o t   t h e   o n e   t o   f e a r   c a l l i n g   a   s p a d e   b y   i t s   n a m e   i n   t h e   i n t e r e s t s   o f   p o l i t i c a l   c o r r e c t n e s s ,   S a i   D e e p a k   c o n v i n c""","
The majority's places of worship have seen a rise in perversed interventions, with the elite making casual, axiomatic pronouncements to debunk the very idea of our existence as a nation. Author Sai Deepak calls a spade by its name, in the interest of political correctness, to attribute the economic milestones of railways, schools, etc. to the Raj."
,"[4302] ""r y   i d e a   o f   o u r   e x i s t e n c e   a s   a   n a t i o n   e v e r ,   p a t h e t i c a l l y   a t t r i b u t i n g   t h i s   a s   w e l l   a s   o t h e r   e c o n o m i c   m i l e s t o n e s   ( r a i l w a y s ,   s c h o o l s ,"" [4429] ""e t c . )   t o   t h e   R a j .   N o t   t h e   o n e   t o   f e a r   c a l l i n g   a   s p a d e   b y   i t s   n a m e   i n   t h e   i n t e r e s t s   o f   p o l i t i c a l   c o r r e c t n e s s ,   S a i   D e e p a k   c o n v i n c"" [4557] ""i n g l y   b u s t s   e a c h   o f   t h e s e   m y t h s   a n d   s y m p t o m s   t h r o u g h   t h e   h e f t   o f   h i s   i n t e l l e c t   a n d   t h e   m i g h t   o f   h i s   f a c t - b a s e d   a r g u m e n t s .   I t   w o u""","
The Raj is often credited with the idea of our existence as a nation, and other economic milestones such as railways and schools. However, Sai Deepak convincingly debunks these myths and symptoms through the power of his intellect and fact-based arguments. He boldly challenges the notion of attributing these developments to the Raj."
,"[4429] ""e t c . )   t o   t h e   R a j .   N o t   t h e   o n e   t o   f e a r   c a l l i n g   a   s p a d e   b y   i t s   n a m e   i n   t h e   i n t e r e s t s   o f   p o l i t i c a l   c o r r e c t n e s s ,   S a i   D e e p a k   c o n v i n c"" [4557] ""i n g l y   b u s t s   e a c h   o f   t h e s e   m y t h s   a n d   s y m p t o m s   t h r o u g h   t h e   h e f t   o f   h i s   i n t e l l e c t   a n d   t h e   m i g h t   o f   h i s   f a c t - b a s e d   a r g u m e n t s .   I t   w o u"" [4686] ""l d   b e c o m e   a m p l y   c l e a r   t o   a n y   d i s c e r n i n g   r e a d e r   t o o ,   j u s t   a s   S a i   D e e p a k   r i g h t l y   c o n c l u d e s   b y   t a k i n g   r e c o u r s e   t o   p o p   c u l t u r e ,   t h a t""","
The book discusses how Sai Deepak conclusively busts myths and symptoms of the Raj through the power of his intellect and fact-based arguments. He also draws on popular culture to make it clear to any discerning reader. His insights provide an important perspective on the Raj and its implications."
,"[4557] ""i n g l y   b u s t s   e a c h   o f   t h e s e   m y t h s   a n d   s y m p t o m s   t h r o u g h   t h e   h e f t   o f   h i s   i n t e l l e c t   a n d   t h e   m i g h t   o f   h i s   f a c t - b a s e d   a r g u m e n t s .   I t   w o u"" [4686] ""l d   b e c o m e   a m p l y   c l e a r   t o   a n y   d i s c e r n i n g   r e a d e r   t o o ,   j u s t   a s   S a i   D e e p a k   r i g h t l y   c o n c l u d e s   b y   t a k i n g   r e c o u r s e   t o   p o p   c u l t u r e ,   t h a t"" [4814] ""E u r o p e a n   c o l o n i a l i t y   i s   l i k e   t h e   m a t r i x — o n e   j u s t   n e e d s   t o   b e c o m e   a w a r e   o f   i t ,   a f t e r   w h i c h   i t   i s   i m p o s s i b l e   t o   u n s e e   i t ,   e s p e c i a l""","
[4557] The power of Deepak Sai's intellect and fact-based arguments have busted through myths and symptoms. [4686] Coloniality in Europe is like the Matrix: once you become aware of it, it is impossible to unsee it. [4814] It is clear to any discerning reader that, as Deepak Sai rightly concludes, one needs to take recourse to pop culture to understand the implications of European colonialism."
,"[4686] ""l d   b e c o m e   a m p l y   c l e a r   t o   a n y   d i s c e r n i n g   r e a d e r   t o o ,   j u s t   a s   S a i   D e e p a k   r i g h t l y   c o n c l u d e s   b y   t a k i n g   r e c o u r s e   t o   p o p   c u l t u r e ,   t h a t"" [4814] ""E u r o p e a n   c o l o n i a l i t y   i s   l i k e   t h e   m a t r i x — o n e   j u s t   n e e d s   t o   b e c o m e   a w a r e   o f   i t ,   a f t e r   w h i c h   i t   i s   i m p o s s i b l e   t o   u n s e e   i t ,   e s p e c i a l"" [4944] ""l y   i n   m a t t e r s   o f   r e l i g i o n ,   p o l i t y ,   e d u c a t i o n ,   e c o n o m i c s   a n d   t h e   l a w .   A   m u s t - r e a d   t r i b u t e   t o   t h e   I n d i c   c i v i l i s a t i o n   f o r   a n y o n e   s e r i""","
The Matrix can be seen as an analogy to European colonialism, as it requires one to become aware of it in order to understand its far-reaching implications and long-term effects. Similarly, author Sai Deepak's take on pop culture reveals how discerning readers can come to recognize the impact of colonialism on matters of religion, politics, education, economics, and the law. This book is a must-read tribute to the Indic civilization and an eye-opening exploration of colonialism."
